name,flavors,race,positive,negative,medical,Rating,Description
Gemstone,"Tea, Citrus, Grapefruit, Flowery, Earthy",hybrid,"Relaxed, Hungry, Euphoric, Happy, Focused, Uplifted",Dry Mouth,"Depression, Pain, Stress, Lack of Appetite, Fatigue",4.8,"Gemstone is a coveted hybrid strain with a complex genetic background that combines Skunk #1, Northern Lights, Lavender, and Sour Diesel. Emerald green hues intermix with amethyst purples underneath a shimmering coat of crystal trichomes. As enticing as its exterior is Gemstone's aroma: a fragrant blend of flowery sweetness. With relaxing effects that begin in the body, Gemstone works its way up over time to a euphoric, energetic peak. Patients treating anxiety and pain often choose this hybrid as their go-to daytime medication, as it allows a good degree of functionality alongside potent relief. "
Gigabud,"Pine, Tree Fruit, Tropical, Sweet, Spicy/Herbal",indica,"Relaxed, Hungry, Sleepy, Uplifted, Happy, Tingly, Energetic","Dizzy, Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Lack of Appetite, Nausea, Headache",4.4,Gigabud by G13 Lab is an indica-dominant hybrid cross between Big Bud and Northern Lights. This strain produces happy but sleep-inducing effects with an earthy aroma of fresh apricots. Gigabud’s relaxing qualities make it a strain best saved for the end of your day or when faced with sleepless nights.
Gobbilygoo,"Berry, Grape, Lavender",indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy",,"Insomnia, Pain, Stress, Lack of Appetite, Headaches",4.5,"Gobbilygoo is an indica strain bred by Alphakronik, who combines genetics from Blue Magoo and Gobbstopper (a Purple Urkle and Sin City Kush hybrid). With a sweet flavor of blueberries and grapes, Gobbilygoo delivers deeply relaxing effects that keep both mind and body heavily pacified. Designed for growers in the Pacific Northwest, Gobbilygoo is highly resistant to mildew and flowers in 50 to 55 days."
Gobbstopper,"Berry, Skunk, Sweet, Spicy/Herbal",indica,"Relaxed, Hungry, Happy, Uplifted, Focused, Sleepy, Creative, Euphoric",,"Depression, Stress, Lack of Appetite, Nausea",4.5,"Gobbstopper is a berry flavored indica strain and the second entry in Alphakronik Genes’ Wonka Series. Created by crossing Purple Urkle and Sin City Kush, Gobbstopper’s long-lasting fruity flavor opens up on the nose with sweet, tart fruit and savory earthiness. This strain’s aroma ranges from grape Pez with hints of tapioca to Mt. Hood raspberries and sandalwood. Its bud structure reflects its Kush genetics, offering deep colors and healthy trichome coverage. The effects are relaxing and floaty, “making you feel as if you were floating down a river of warm, melted chocolate,” or so says Alphakronik. "
Godberry,"Berry, Blueberry, Sweet, Earthy",indica,"Relaxed, Euphoric, Happy, Sleepy, Giggly, Hungry","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Muscle Spasms",4.6,"Godberry is a potent indica-dominant hybrid strain that provides strong pain relief effects. Most likely a cross between God and Blueberry, this fruity strain is a favorite among growers because it easily produces high yields both indoors and out. Completely body-numbing, this strain won’t lead to any active pursuits and is good for those TV marathon days."
Godzilla,"Earthy, Berry, Diesel, Flowery, Woody",indica,"Relaxed, Euphoric, Happy, Sleepy, Hungry, Tingly",Dry Mouth,"Depression, Insomnia, Pain, Stress, Inflammation",4.3,"Crafted from the genetics of God Bud, Godzilla is a mostly indica strain bred by Caña de España specifically for hot climates. Crushing euphoria and sedation are delivered alongside a sour berry flavor accented with subtle notes of vanilla. Thoughts wander away, taking with them stress, anxiety, and depression. After some time, Godzilla’s effects subside to clearheaded, functional bliss. Patients treating pain and muscle spasms may find relief in Godzilla’s potent and tranquilizing onset. Following a 55 day flowering cycle indoors or at the end of September outdoors, this indica produces colorfully vibrant buds of green and purple hues."
Goldberry,"Earthy, Mint, Tea, Woody",indica,"Euphoric, Tingly, Creative, Happy, Focused","Dizzy, Dry Mouth, Dry Eyes","Pain, Stress, Nausea, Fatigue, Eye Pressure",4.5,"The Goldberry strain is a result of crossing the very popular indica Pot of Gold with Blueberry. Goldberry produces big, fluffy buds that are covered in crystals and often have deep orangey-red hairs. The flowers smell like fresh fruit—lemons and berries, to be specific—while the taste is reminiscent of blueberry lemonade with a slight skunky aftertaste. This hybrid is described as optimal for pain relief and relaxation due to its indica qualities."
Goo,"Sweet, Berry, Blueberry",indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Stress, Lack of Appetite, Headache, Headaches",4.3,"Goo, not to be confused with Afgoo, is an 80% indica strain that mixes a sweet-tasting Blueberry with the hashy, resinous Hindu Kush. Deep physical relaxation is coupled with slight cerebral energy, delivered alongside a fruity, blueberry flavor with earthy and sour notes. You may begin to feel pangs of hunger settle in with this indica, making it a suitable medicine for those needing appetite boost. Patients treating insomnia, pain, and muscle spasms may also find relief in the heavy, sedating effects Goo has to offer. Cultivators should harvest Goo after a 7 to 8 week flowering time indoors or in early October for outdoor gardens."
Gooberry,"Berry, Sweet, Flowery, Blueberry",indica,"Relaxed, Euphoric, Happy, Sleepy, Giggly, Aroused, Hungry","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite",4.3,"Gooberry is an indica-dominant strain descended from legendary parents Afgoo and Blueberry. This fruity, spicy strain will leave you giggling on your couch with upward of 20% THC. Consumers highly recommend this strain for night time use to treat pain and insomnia, and it's sure to leave you with the munchies. Like most indicas, Gooberry will flower in 7-9 weeks with a short, bushy structure. "
Gorkle,Sweet,sativa,"Happy, Creative, Focused, Aroused, Relaxed",Dry Eyes,"Pain, Stress, Fatigue",5.0,Gorkle is a cross between The Fork and Rebel God Smoke. This sativa-dominant strain exhibits the better parts of it Hawaiian genetics through an uplifting and stimulating body buzz that lingers for hours. Its effects are also easy on the joints and limbs in a nod to its recessive Rug Burn OG genetics. Consumers seeking relief from fatigue and lethargy may also find this strain to be very useful. Enjoy Gorkle during the day to maximize its physical stimulation. This strain was handcrafted by Colorado Seed Inc. 
Grapefruit,"Grapefruit, Citrus, Sweet",sativa,"Euphoric, Happy, Creative, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Headache, Fatigue, Headaches",4.3,"This potent sativa was developed by crossing Cinderella 99 with a fast-flowering sativa selected for its rich grapefruit flavor. The tropical, citrus smell of Grapefruit mixes with energetic effects to give you a happy stress-reliever that also works well for battling migraine headaches."
Gravity,"Sweet, Rose, Violet, Citrus",indica,"Relaxed, Hungry, Euphoric, Sleepy, Aroused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Headaches",4.0,"Gravity is an indica strain of marijuana that, due to its high CBD content, is becoming a popular recommendation for the treatment of chronic pain and the stress often associated with chronic pain conditions. The strain comes from Hash Plant and Northern Lights stock and, as expected, delivers a strong body sensation that makes this a popular nighttime strain. Effects can be more active for some but will still offer deep relaxation. Gravity’s dense buds will have a nice contrast of coppery-red hairs and should have a floral aroma and a sweet and sour fruit taste."
Gremlin,"Sweet, Chestnut, Pine, Pungent, Citrus",hybrid,"Relaxed, Hungry, Euphoric, Happy, Uplifted, Aroused, Sleepy","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Headaches, Muscle Spasms",4.4,"A cross between King Louis XIII and Mogwai (White Fire Alien OG and ’09 Cookies crossed with a secret strain), Gremlin is a hybrid strain that carries the sweet scent of cookie dough and earthy pine. Heavy-handed euphoria and physical relief melts through the body, dulling pain and insomnia while sharpening the appetite."
Grimace,"Earthy, Pungent, Sweet",indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite",4.4,"Grimace is a mostly indica strain that brings to mind a large, conic purple character, one of the many off-putting mascots representing a well-known fast food hamburger franchise. The connection makes sense the moment you see the bulbous purple-hued buds produced by Grimace plants. Little is known about where this mysterious phenotype came from, but indica genetics are evident in Grimace's sedating, mellow effects."
Gumbo,"Earthy, Sweet, Pungent, Flowery",indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy, Hungry","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Inflammation",4.6,"Getting its name from the classic bubble gum flavor, Gumbo is a perfect medicine for the evenings and has a smooth taste and finish. Gumbo is great for treatment of muscle spasms, sleeplessness, helpful with overall pain management as well as serving as an appetite stimulant."
Guptilla,"Grape, Citrus, Sweet, Pepper, Orange",hybrid,"Euphoric, Happy, Uplifted, Sleepy, Focused, Relaxed",,"Depression, Insomnia, Pain, Stress, Inflammation",5.0,"Guptilla is a potent indica-dominant cross bred by Colorado Seed Inc. With the glittering trichome laden foliage of Gorilla Glue #4 intermixed with the “Dr. of Dankness” Gupta Kush, this strain raises kushy, full-bodied indica effects to a level that few have the privilege of enjoying. Anticipate pungent floral and earthy overtones with pronounced cerebral headiness that is anchored to the earth by the physical weight this strain places on the limbs. Enjoy this strain at the end of the day, as its effects are very sedating.   "
Gutbuster,"Berry, Blueberry, Woody",indica,"Relaxed, Creative, Giggly, Sleepy, Tingly, Happy","Paranoid, Anxious","Insomnia, Pain, Stress, Muscle Spasms",4.5,"Washington State breeders Exotic Genetix crossed two of their own strains to create Gutbuster, a 70% indica-dominant hybrid that offers the mellowing effects that indica fans love. Combining the blackberry flavors of Kimbo Kush with the vanilla ice cream and chocolate chip cookie flavors of Cookies and Cream makes Gutbuster a truly memorable strain. THC levels have been recorded as high as 25%. "
Haole,"Sweet, Pungent, Honey, Earthy",hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dry Mouth, Dry Eyes","Pain, Stress, Fatigue, Headaches, Inflammation",4.1,"Haole is a Hawaiian term for a foreigner or anything that is not native to the Hawaiian Islands, which makes it the perfect name for this hybrid. Breeder Reserva Privada has taken the renowned sativa Maui Wowie and crossed it with the mainland’s LA Confidential to create Haole, a pleasant, calming strain that is well-suited to relieve stress and relax body pains. Though its genetics are balanced between indica and sativa, this cross tends to express itself with more emphasis on its indica traits. The aroma is sweet and earthy and is reminiscent of Grandma’s spice cake.Reserva Prevada chose a Maui Wowie mother due to its ease of growth and the consistent end product and then decided to influence the genetics with the manageable height, increased potency, and reduced flowering time of LA Confidential. The result is a beginner-friendly strain that is easy to grow and enjoyable for consumers of all experience levels."
Haoma,"Citrus, Earthy, Flowery",indica,"Relaxed, Hungry, Happy, Sleepy, Uplifted","Dry Mouth, Dry Eyes","Depression, Insomnia, Stress, Headaches, Inflammation",4.8,"A cross between The Purps and Afghani, Haoma is a 70% indica strain with calming, stress-relieving effects. Haoma’s dense, compact buds have a fruity, floral aroma and melt away anxiety, pain, inflammation, and muscle spasms according to many patients. Testament to this strain’s quality are the several trophies Haoma has taken home in both flower and concentrate form. Some Haoma variants are bred to contain a higher level of CBD to help patients needing extra full-body relief. A good strain for novice growers, Haoma is cultivated both outdoors and in with a flowering period of 7 to 8 weeks. "
Harle-Tsu,"Earthy, Sweet, Woody, Spicy/Herbal",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Inflammation",4.4,"Harle-Tsu, bred by the Southern Humboldt Seed Collective, is a high-CBD hybrid cross between Harlequin and Sour Tsunami. With a CBD content 20 times higher than its THC content, Harle-Tsu brings relief to pain and inflammation without psychoactivity. Harle-Tsu seeds have a 75% chance of expressing its high-CBD characteristics, and indoor plants will finish flowering in 8 weeks. "
