,name,flavors,id,race,positive,negative,medical
590,Disney Blue,"Blueberry, Pungent, Berry",683,hybrid,"Euphoric, Happy, Creative, Energetic, Uplifted",Dry Mouth,"Depression, Stress, Fatigue, Headaches, Inflammation"
591,Dizzy OG,"Earthy, Woody, Berry",684,hybrid,"Relaxed, Euphoric, Creative, Talkative, Giggly",,"Depression, Insomnia, Stress, Cramps, Nausea"
592,Django,"Earthy, Sweet, Pungent",685,sativa,"Euphoric, Happy, Energetic, Talkative, Uplifted","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Stress, Fatigue, Muscle Spasms"
593,Do-Si-Dos,"Earthy, Sweet, Pungent",687,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite"
594,Doctor Doctor,"Citrus, Flowery, Strawberry",688,sativa,"Relaxed, Happy, Uplifted, Focused, Aroused",Dry Eyes,"Pain, Nausea, Headaches, Inflammation, Muscle Spasms"
595,Dog Shit,"Earthy, Pungent, Berry",689,hybrid,"Relaxed, Euphoric, Creative, Energetic","Dry Mouth, Paranoid, Anxious","Depression, Pain, Stress, Headache, Headaches, Muscle Spasms"
596,Dogwalker OG,"Earthy, Pungent, Diesel",690,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite"
597,Dolla Sign OG Kush,"Flowery, Pungent, Sweet",691,indica,"Creative, Energetic","Dry Mouth, Dry Eyes, Anxious",Fatigue
598,Don Shula,"Citrus, Pungent, Tropical",693,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted",Dry Mouth,"Depression, Stress, Fatigue, Headaches"
599,Donegal,"Earthy, Woody, Pungent",694,hybrid,"Relaxed, Euphoric, Energetic, Talkative",Anxious,"Depression, Insomnia, Stress, Fatigue"
600,Donna OG,"Pungent, Skunk, Sweet",695,hybrid,"Relaxed, Euphoric, Creative, Energetic","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite"
601,Doobiebird Daydream,"Blueberry, Earthy, Pine",696,hybrid,"Relaxed, Euphoric, Creative, Uplifted",Dry Mouth,"Headaches, Eye Pressure"
602,Doox,"Citrus, Lemon, Lime",697,sativa,"Euphoric, Happy, Energetic, Uplifted, Focused",Dry Mouth,"Depression, Pain, Stress, Inflammation, Muscle Spasms"
603,Dopium,"Pine, Pungent, Earthy",698,hybrid,"Relaxed, Euphoric, Happy, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Nausea, Headache, Headaches"
604,Dorit,"Cheese, Earthy, Minty",699,indica,"Relaxed, Euphoric, Uplifted, Focused, Giggly",Dry Eyes,"Pain, Stress, Inflammation"
605,Double Barrel OG,Earthy,700,hybrid,"Relaxed, Euphoric, Creative, Focused","Dry Mouth, Paranoid, Anxious","Depression, Headache"
606,Double Diesel,"Diesel, Lime, Citrus",701,sativa,"Relaxed, Happy, Creative, Energetic, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Stress, Lack of Appetite, Headache, Headaches"
607,Double Dream,"Berry, Sweet, Flowery",702,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Inflammation"
608,Double Dutch,"Tar, Earthy, Sweet",703,hybrid,"Hungry, Euphoric, Happy, Uplifted",Dry Mouth,"Depression, Stress, Lack of Appetite, Nausea, Inflammation"
609,Double OG,"Earthy, Skunk, Woody",705,indica,"Relaxed, Happy, Creative, Talkative, Focused","Dizzy, Dry Mouth","Insomnia, Pain, Headache, Headaches, Eye Pressure, Muscle Spasms"
610,Double Purple Doja,"Earthy, Grape, Pungent",706,indica,"Relaxed, Creative, Sleepy","Dry Mouth, Anxious","Pain, Stress, Headaches, Inflammation, Muscle Spasms"
611,Double Tangie Banana,"Citrus, Orange, Sweet",707,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Headaches"
612,Dr. Feelgood,"Earthy, Woody, Nutty",710,hybrid,"Relaxed, Euphoric, Happy, Creative, Focused",,"Depression, Insomnia, Stress, Cramps, Eye Pressure"
613,Dr. Funk,"Earthy, Lemon, Citrus",711,indica,"Relaxed, Euphoric, Happy, Creative, Tingly",Dry Mouth,"Insomnia, Pain, Stress, Headaches, Muscle Spasms"
614,Dr. Grinspoon,"Spicy/Herbal, Citrus, Lemon",712,sativa,"Euphoric, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Fatigue"
615,Dr. Who,"Earthy, Citrus, Sweet",713,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headache, Headaches"
616,Dragon OG,"Berry, Lemon, Spicy/Herbal",714,hybrid,"Relaxed, Happy, Energetic, Uplifted, Aroused",,"Depression, Stress, Spasticity"
617,Dragon's Breath,"Skunk, Earthy, Spicy/Herbal",715,hybrid,"Relaxed, Happy, Talkative, Focused",Dry Mouth,"Depression, Insomnia, Pain, Stress, Muscle Spasms"
618,Dreadlock,"Earthy, Diesel, Pine",716,hybrid,"Relaxed, Happy, Creative, Energetic, Focused","Dry Mouth, Dry Eyes","Depression, Pain, Stress"
619,Dream Beaver,"Pineapple, Woody, Earthy",717,sativa,"Creative, Energetic, Talkative, Uplifted","Dry Mouth, Dry Eyes","Pain, Fatigue, Spasticity, Seizures, Muscle Spasms"
620,Dream Berry,"Berry, Sweet, Grapefruit",718,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea"
621,Dream Lotus,"Spicy/Herbal, Woody, Apple",719,hybrid,"Relaxed, Euphoric, Happy, Uplifted","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headaches"
622,Dream Police,"Earthy, Berry",720,hybrid,"Relaxed, Happy, Energetic, Uplifted, Aroused",,"Depression, Insomnia, Pain, Stress, Inflammation"
623,Dream Queen,"Sweet, Flowery, Earthy",721,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Aroused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headaches"
624,Dream Star,"Earthy, Pungent, Sage",722,hybrid,"Euphoric, Happy, Creative, Talkative, Uplifted","Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Stress, Lack of Appetite, Nausea"
625,Dreamer’s Glass,"Earthy, Skunk, Sweet",723,hybrid,"Relaxed, Hungry, Creative, Talkative, Uplifted","Dry Mouth, Paranoid, Anxious","Depression, Lack of Appetite, Fatigue, Seizures, Muscle Spasms"
626,Drizella,"Earthy, Pungent, Sweet",724,sativa,"Euphoric, Happy, Energetic, Uplifted, Giggly",,"Depression, Stress, Cramps, Fatigue, Headaches"
627,Duke Nukem,"Sweet, Pungent, Flowery",725,hybrid,"Happy, Creative, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue"
628,Durban Berry,"Berry, Blueberry, Pine",726,hybrid,"Relaxed, Happy, Creative, Energetic, Focused",,"Depression, Stress, Lack of Appetite, Headaches, Eye Pressure"
629,Durban Cheese,"Cheese, Blue Cheese, Earthy",727,hybrid,"Relaxed, Hungry, Euphoric, Uplifted, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Pain, Stress, Cramps, Nausea, Headache, Fatigue"
630,Durban Cookies,"Sweet, Earthy, Minty",728,sativa,"Relaxed, Happy, Energetic, Uplifted, Focused","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Headaches, Inflammation"
631,Durban Poison,"Earthy, Sweet, Pine",729,sativa,"Euphoric, Happy, Energetic, Uplifted, Focused","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Headache, Fatigue, Headaches"
632,Durga Mata,"Earthy, Minty, Pungent",730,indica,"Relaxed, Happy, Talkative, Sleepy, Giggly",,"Stress, Lack of Appetite, Nausea, Headaches, Inflammation"
633,Dutch Crunch,"Citrus, Pine",731,hybrid,"Relaxed, Hungry, Tingly, Focused, Aroused",Dry Mouth,"Depression, Stress, Lack of Appetite"
634,Dutch Dragon,"Citrus, Sweet, Flowery",732,sativa,"Euphoric, Happy, Energetic, Uplifted, Giggly","Dizzy, Dry Mouth, Paranoid, Anxious","Depression, Pain, Stress, Lack of Appetite, Headache, Muscle Spasms"
635,Dutch Hawaiian,"Citrus, Sweet, Tropical",733,sativa,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Stress, Lack of Appetite, Nausea, Headache, Fatigue"
636,Dutch Haze,"Citrus, Earthy",734,sativa,"Happy, Creative, Energetic, Focused, Aroused",Dry Mouth,
637,Dutch Kush,"Skunk, Spicy/Herbal, Tropical",735,indica,"Relaxed, Hungry, Euphoric, Sleepy, Giggly",,"Depression, Insomnia, Stress, Lack of Appetite"
638,Dutch Queen,"Sweet, Pine, Woody",736,hybrid,"Relaxed, Euphoric, Happy, Energetic","Dry Mouth, Dry Eyes","Depression, Stress, Headache, Fatigue, Headaches, Eye Pressure"
639,Dutch Thunder Fuck,"Earthy, Citrus, Lemon",737,hybrid,"Euphoric, Happy, Creative, Talkative, Uplifted",,"Depression, Pain, Stress, Fatigue, Headaches"
640,Dutch Treat,"Earthy, Sweet, Pine",738,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue"
641,Dutch Treat Haze,"Sweet, Earthy, Citrus",739,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted",Dry Mouth,"Depression, Pain, Stress, Fatigue, Inflammation"
642,Dutchberry,"Berry, Sweet, Earthy",740,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headaches"
643,Dynamite,"Citrus, Grapefruit, Earthy",741,indica,"Relaxed, Hungry, Euphoric, Happy, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Cramps, Headache, Inflammation"
644,Early Girl,"Earthy, Sweet, Pine",742,indica,"Relaxed, Happy, Creative, Talkative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Inflammation, Muscle Spasms"
645,Early Miss,"Pepper, Ammonia, Chemical",743,hybrid,"Relaxed, Euphoric, Creative, Aroused",Anxious,"Depression, Lack of Appetite"
646,Early Pearl,"Sweet, Ammonia",744,sativa,"Relaxed, Hungry, Happy, Talkative",Dry Mouth,"Nausea, Eye Pressure"
647,Early Skunk,"Skunk, Flowery, Pungent",745,hybrid,"Relaxed, Euphoric, Happy, Energetic, Focused","Dizzy, Dry Mouth","Depression, Insomnia, Pain, Stress, Eye Pressure"
648,Earth OG,"Earthy, Spicy/Herbal, Woody",746,hybrid,"Happy, Creative, Talkative, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
649,Earthquake,"Earthy, Skunk, Woody",747,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Fatigue, Eye Pressure"
650,Earthshaker OG,Earthy,748,hybrid,"Euphoric, Happy, Creative, Energetic, Aroused",Dizzy,"Insomnia, Pain, Lack of Appetite, Nausea, Headaches"
651,East Coast Alien,"Diesel, Chemical, Earthy",749,sativa,"Euphoric, Creative, Energetic, Uplifted, Focused",Dry Mouth,"Depression, Insomnia, Stress, Lack of Appetite, Fatigue"
652,East Coast Sour Diesel,"Diesel, Citrus, Pungent",750,sativa,"Euphoric, Happy, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Eye Pressure"
653,Eastern European,"Earthy, Pine, Woody",751,indica,"Relaxed, Happy, Sleepy",Dizzy,"Insomnia, Lack of Appetite, Fatigue, Headaches, Muscle Spasms"
654,Easy Bud,"Lemon, Skunk",752,hybrid,"Relaxed, Euphoric, Tingly, Sleepy, Aroused",Dry Mouth,
655,Easy Peezy,"Earthy, Lemon, Spicy/Herbal",753,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted",,"Depression, Pain, Stress, Fatigue, Headaches"
656,Ebola #7,"Sweet, Pine, Citrus",754,hybrid,"Relaxed, Hungry, Creative, Talkative, Focused",,"Depression, Insomnia, Pain, Stress, Eye Pressure"
657,Ecto Cooler,"Citrus, Chemical, Earthy",755,hybrid,"Relaxed, Euphoric, Happy, Creative, Energetic",,"Depression, Insomnia, Pain, Stress, Fatigue"
658,Ed Rosenthal Super Bud,"Earthy, Pine, Citrus",756,hybrid,"Relaxed, Euphoric, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Headaches"
659,Edelweiss,"Sweet, Berry, Lime",757,indica,"Relaxed, Hungry, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Nausea, Headache, Fatigue"
660,El Chapo OG,"Earthy, Flowery, Citrus",758,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy",Dry Eyes,"Insomnia, Pain, Stress, Headache, Inflammation, Muscle Spasms"
661,El Jefe,"Earthy, Pungent, Pine",759,indica,"Relaxed, Euphoric, Creative, Tingly, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Headaches"
662,El Niño,"Earthy, Woody, Pungent",760,hybrid,"Relaxed, Happy, Talkative, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Stress, Lack of Appetite, Nausea, Headache"
663,El-Na,"Earthy, Pine, Pungent",761,hybrid,"Relaxed, Happy, Tingly, Aroused",,"Insomnia, Cramps, Headaches, Inflammation, Muscle Spasms"
664,Elderberry Kush,"Woody, Pungent, Earthy",762,hybrid,"Relaxed, Hungry, Happy, Sleepy, Giggly",,"Pain, Lack of Appetite, Fatigue, Eye Pressure, Muscle Spasms"
665,Electric Black Mamba,"Earthy, Pine",763,indica,"Relaxed, Euphoric, Creative, Uplifted, Sleepy",Dry Eyes,"Pain, Stress"
666,Electric Kool Aid,"Berry, Diesel, Grape",764,hybrid,"Euphoric, Happy, Creative, Talkative, Uplifted",,"Depression, Insomnia, Pain, Stress, Lack of Appetite"
667,Electric Lemon G,"Lemon, Citrus, Lime",765,sativa,"Relaxed, Euphoric, Energetic, Uplifted, Focused",,"Depression, Stress, Lack of Appetite, Headaches, Spasticity"
668,Elephant,"Earthy, Sweet, Tropical",766,sativa,"Relaxed, Happy, Creative, Energetic, Focused",,"Eye Pressure, Spasticity"
669,Elphinstone,"Citrus, Pine, Pungent",767,sativa,"Relaxed, Happy, Creative, Focused",Dry Mouth,Stress
670,Elvis,"Sweet, Citrus, Skunk",768,hybrid,"Relaxed, Creative, Talkative, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Fatigue"
671,Emerald Jack,"Earthy, Skunk, Pungent",769,sativa,"Euphoric, Happy, Creative, Energetic, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Fatigue, Headaches"
672,Emerald OG,"Earthy, Woody, Lemon",770,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dry Mouth, Dry Eyes","Depression, Insomnia, Stress, Lack of Appetite, Headaches"
673,Emperor Cookie Dough,"Sweet, Citrus, Diesel",771,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Inflammation"
674,Endless Sky,"Berry, Butter, Sweet",772,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy",Dry Mouth,"Insomnia, Pain, Stress, Lack of Appetite, Muscle Spasms"
675,Enemy of the State,"Flowery, Spicy/Herbal, Sweet",773,indica,"Relaxed, Hungry, Happy, Sleepy, Aroused",,"Depression, Pain, Stress, Cramps, Headaches"
676,Enigma,"Citrus, Pungent, Earthy",774,indica,"Relaxed, Hungry, Happy, Creative, Giggly","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Nausea, Inflammation"
677,Eran Almog,"Earthy, Citrus, Flowery",775,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy",Dry Mouth,"Depression, Insomnia, Pain, Stress, Inflammation"
678,Erez,"Berry, Blueberry, Blue Cheese",776,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy",Dry Mouth,"Depression, Insomnia, Pain, Stress, Inflammation"
679,Euforia,"Woody, Skunk, Earthy",778,sativa,"Relaxed, Hungry, Euphoric, Happy, Talkative","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Headache, Muscle Spasms"
680,Eugene Cream,"Earthy, Sweet, Butter",779,hybrid,"Relaxed, Happy, Creative, Tingly, Sleepy",,"Depression, Insomnia, Pain, Stress, Cramps"
681,Euphoria Cookies,"Sweet, Citrus, Butter",780,hybrid,"Relaxed, Hungry, Euphoric, Creative, Uplifted",,"Depression, Insomnia, Nausea, Fatigue, Inflammation"
682,Everlast,"Earthy, Skunk, Flowery",781,indica,"Relaxed, Euphoric, Happy, Tingly, Sleepy",Dry Mouth,"Depression, Insomnia, Pain, Stress, Inflammation"
683,Ewok,"Earthy, Woody, Citrus",782,hybrid,"Relaxed, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Dry Eyes, Anxious","Insomnia, Pain, Stress, Nausea, Headache, Muscle Spasms"
684,Exodus Cheese,"Cheese, Earthy, Pungent",783,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Fatigue"
685,Extreme Cream,"Blueberry, Earthy, Skunk",784,indica,"Relaxed, Hungry, Happy, Uplifted, Giggly",,"Depression, Pain, Stress, Nausea, Muscle Spasms"
686,Extreme OG,"Earthy, Lime, Pine",785,indica,"Relaxed, Hungry, Happy, Sleepy",Dry Mouth,"Pain, Stress, Lack of Appetite, Nausea, Muscle Spasms"
687,F'n louZER,"Diesel, Pine",786,indica,"Relaxed, Sleepy",,
688,Face Off OG,"Pine, Citrus, Pungent",787,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite"
689,Fast Eddy,"Citrus, Pungent, Skunk",789,hybrid,"Relaxed, Happy, Creative","Dry Mouth, Dry Eyes","Depression, Stress, Fatigue, Headaches, Eye Pressure"
690,Fat Axl,"Diesel, Earthy, Skunk",790,hybrid,"Happy, Creative, Energetic, Talkative, Uplifted",,"Depression, Insomnia, Pain, Fatigue, Headaches"
691,Fat Nelson,"Citrus, Pungent",791,hybrid,"Euphoric, Happy, Creative, Energetic, Uplifted",,Stress
692,Fat Purple,"Berry, Grape, Blueberry",792,indica,"Hungry, Happy, Creative, Focused, Giggly",,"Pain, Stress, Cramps, Headaches, Muscle Spasms"
693,Faygo Red Pop,"Berry, Strawberry, Sweet",793,indica,"Relaxed, Euphoric, Happy, Creative, Giggly",Dry Mouth,"Depression, Pain, Stress, Headaches, Eye Pressure"
694,Fire Alien Kush,"Earthy, Woody, Pungent",795,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headaches"
695,Fire Haze,"Sweet, Berry, Earthy",796,sativa,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Fatigue, Headaches"
696,Fire OG,"Lemon, Earthy, Citrus",797,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite"
697,Firewalker OG,"Pine, Earthy, Woody",798,sativa,"Relaxed, Happy, Energetic, Uplifted, Tingly","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
698,Flaming Cookies,"Spicy/Herbal, Earthy, Pungent",799,indica,"Relaxed, Euphoric, Happy, Uplifted, Tingly","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite"
699,Flo,"Earthy, Pine, Sweet",800,hybrid,"Relaxed, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Nausea, Headache, Fatigue"
700,Flo OG,"Flowery, Berry, Sweet",802,indica,"Relaxed, Euphoric, Happy, Creative, Focused",,"Insomnia, Pain, Stress, Fatigue, Inflammation"
701,Flo Walker,"Citrus, Earthy, Lemon",803,hybrid,"Euphoric, Happy, Creative, Energetic",Dry Mouth,
702,Flowerbomb Kush,"Pungent, Sweet, Citrus",804,indica,"Relaxed, Euphoric, Happy, Creative, Focused","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Inflammation"
703,Flowers For Algernon,"Diesel, Citrus, Lemon",805,hybrid,"Creative, Energetic, Talkative, Uplifted, Aroused",,"Depression, Insomnia, Lack of Appetite, Headaches, Muscle Spasms"
704,Fortune Cookies,"Honey, Diesel, Citrus",806,hybrid,"Relaxed, Euphoric, Happy, Creative, Energetic","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Fatigue"
705,Four Cups,"Earthy, Diesel, Pungent",807,hybrid,"Euphoric, Happy, Energetic, Focused, Aroused",Dry Mouth,"Pain, Stress, Cramps, Fatigue, Headaches"
706,Four Star General,"Diesel, Earthy, Flowery",808,hybrid,"Relaxed, Hungry, Euphoric, Happy, Sleepy",,
707,Frank's Gift,"Earthy, Chemical, Pine",810,hybrid,"Relaxed, Hungry, Euphoric, Happy, Giggly","Dizzy, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Nausea, Headache, Fatigue"
708,Frankenstein,"Earthy, Skunk, Citrus",811,indica,"Relaxed, Euphoric, Happy, Talkative, Sleepy",Dry Mouth,"Insomnia, Pain, Stress, Lack of Appetite, Muscle Spasms"
709,Fred Flipn’ Stoned,"Chestnut, Earthy, Pine",812,indica,"Relaxed, Hungry, Euphoric, Happy","Dizzy, Dry Mouth","Depression, Stress, Fatigue, Headaches, Inflammation"
710,Freezeland,"Sweet, Orange, Pine",813,indica,"Relaxed, Happy, Sleepy, Giggly","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Stress, Lack of Appetite, Headache, Fatigue"
711,Frida,"Lemon, Citrus, Sweet",814,indica,"Relaxed, Happy, Creative, Uplifted, Sleepy",Anxious,"Insomnia, Pain, Stress, Fatigue, Inflammation"
712,Frisian Dew,"Woody, Pine, Earthy",815,hybrid,"Relaxed, Euphoric, Happy, Tingly, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Inflammation"
713,Frisian Duck,"Pine, Spicy/Herbal, Berry",816,hybrid,"Hungry, Euphoric, Happy, Creative, Uplifted",Dry Mouth,"Pain, Stress, Lack of Appetite, Fatigue, Headaches"
714,Frostbite,"Earthy, Skunk, Berry",817,sativa,"Relaxed, Happy, Uplifted, Sleepy, Focused","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Stress, Lack of Appetite, Fatigue"
715,Frosted Freak,"Lime, Citrus, Vanilla",818,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly",,"Depression, Insomnia, Pain, Stress, Muscle Spasms"
716,Frosty,"Sweet, Berry, Flowery",819,indica,"Relaxed, Euphoric, Happy, Creative, Uplifted","Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
717,Fruit Loops,"Sweet, Berry, Flowery",820,hybrid,"Relaxed, Hungry, Happy, Creative, Uplifted","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Headaches"
718,Fruit Punch,"Sweet, Berry, Tropical",821,sativa,"Euphoric, Happy, Energetic, Talkative, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Nausea, Headache, Fatigue"
719,Fruit Spirit,"Blueberry, Spicy/Herbal, Earthy",822,hybrid,"Relaxed, Euphoric, Happy, Energetic, Sleepy","Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue"
